Big Model,Small Model,Dataset,Estimator,HC_File,Pearson_Max_Per_Row_Big,Pearson_Max_Per_Row_Small,Pearson_Max_Per_Row_Diff,Difference_Pearson_Max_Per_Row,Spearman_Max_Per_Row_Big,Spearman_Max_Per_Row_Small,Spearman_Max_Per_Row_Diff,Difference_Spearman_Max_Per_Row,Partial_Pearson_Max_Per_Row_Big,Partial_Pearson_Max_Per_Row_Small,Partial_Pearson_Max_Per_Row_Diff,Pearson_Max_Per_Row_Big_Q50,Partial_Pearson_Max_Per_Row_Big_Q50,Pearson_Max_Per_Row_Small_Q50,Partial_Pearson_Max_Per_Row_Small_Q50,Pearson_Max_Per_Row_Diff_Q50,Partial_Pearson_Max_Per_Row_Diff_Q50,Pearson_Max_Per_Row_Big_Q90,Partial_Pearson_Max_Per_Row_Big_Q90,Pearson_Max_Per_Row_Small_Q90,Partial_Pearson_Max_Per_Row_Small_Q90,Pearson_Max_Per_Row_Diff_Q90,Partial_Pearson_Max_Per_Row_Diff_Q90,Avg_HC_Max_Per_Row,Median_HC_Max_Per_Row
Gemma 4 - 26B-A4B,Gemma 4 - 5B,hellaswag,StudentT,hc_values_map_agg_standard_1_new.parquet,0.029567505904392728,0.03525101661435287,-0.024843805830429257,0.054411311734821985,0.05946409164920152,0.06535867247834125,-0.021346779760230496,0.08081087140943202,0.08342349754348949,0.08218279677508507,-0.0018407606046811928,0.058669878625532475,0.11411250843502559,0.06480235721042452,0.10744080495523849,-0.05060142793024516,-0.011456947272031646,-0.014728678681371826,0.11572528438638063,-0.01099224183701003,0.11696588940704358,-0.012332680769251998,-0.030221508293831727,3.0875600607661466,3.174124500177433
Gemma 4 - 26B-A4B,Gemma 4 - 5B,hellaswag,StudentTSkewed,hc_values_per_expert_standard_1_new.parquet,-0.05172022230613161,-0.05135389220243483,0.002668859158132795,-0.054389081464264404,-0.0812291918074646,-0.08271592448740807,0.010090302706865749,-0.09131949451433036,-0.05943504173843285,-0.05665700255970984,-0.006254339010520879,-0.024482745283150767,-0.031030251064687802,-0.028155305672603485,-0.0249359219350424,0.026339248145237856,-0.017082891150644784,0.04103818915231775,-0.019593201651197635,0.05051295342661859,-0.014521531095675534,-0.04828979291536451,-0.016835466626007774,0.6096247992469253,0.6625785501281136
Gemma 4 - 26B-A4B,Gemma 4 - 5B,hellaswag,StudentTSkewed,hc_values_per_expert_hat_1_new.parquet,-0.036671638765375374,-0.0365581541416575,0.0024710588617363975,-0.03914269762711177,-0.06293992778911425,-0.06354478750486214,0.006675120103141594,-0.06961504789225585,-0.04141221232201518,-0.03937814323645488,-0.004747378149530276,-0.010778090351235968,-0.011711293178252436,-0.013392408885926192,-0.006815881178828703,0.0162748620139072,-0.01864250923240106,0.04204986901700593,-0.00353959771125421,0.05134217341942248,0.0021040314674329727,-0.047751041715392635,-0.022625761486872557,0.390920340491734,0.6603432454278226
Gemma 4 - 26B-A4B,Gemma 4 - 5B,hellaswag,StudentTSkewed,hc_values_map_agg_hat_1_new.parquet,0.019524512045512105,0.02552342306005959,-0.025292120276907103,0.04481663232241921,0.05955163910472514,0.06543720490156936,-0.0213379149713406,0.08088955407606574,0.07214332629882922,0.0710306256648356,-0.001435242203530024,0.049877137111933985,0.10455811427331088,0.056325963241356795,0.09789668861706151,-0.04881322568797683,-0.007919660095841064,-0.02053556685777331,0.1122219450933938,-0.017027233656952568,0.11307497397529861,-0.010123982347063834,-0.027873723578148053,3.36667368602153,3.5014398181274613
Gemma 4 - 26B-A4B,Gemma 4 - 5B,hellaswag,StudentTSkewed,hc_values_map_agg_standard_1_new.parquet,0.03154350564165523,0.03728706107036108,-0.02523874611720954,0.05678225175886477,0.05959088257959712,0.06554274458723258,-0.021532879681468584,0.0811237622610657,0.08612484403361467,0.08492428774452103,-0.0022190753617850494,0.06051467914286621,0.11625387711748747,0.06676903832654164,0.1097469892927864,-0.05185971004025956,-0.013033370849402046,-0.013023615478364134,0.11699578005493196,-0.008964067226331179,0.11863805802994924,-0.014045809443649663,-0.0321506692167645,3.6411575810124566,3.713003465534269
Gemma 4 - 26B-A4B,Gemma 4 - 5B,hellaswag,KDE,hc_values_per_expert_standard_1_new.parquet,0.0982788453634603,0.10397845401545601,-0.030378894185716314,0.12865773954917661,0.1046182562085152,0.1110251860054673,-0.02364932385390117,0.12826758006241637,0.04556632694453743,0.0525139807984439,-0.030944549378171343,0.11814001670742909,0.06628092811301019,0.12488139881020005,0.07871659902092704,-0.07558946108780572,-0.08272724907803088,0.05314608749912784,-0.012851553045816295,0.06381964173532602,-0.01134603843068132,-0.055900925374863325,-0.0035537795741988564,0.5512944262629698,0.3891463272753594
Gemma 4 - 26B-A4B,Gemma 4 - 5B,hellaswag,KDE,hc_values_per_expert_hat_1_new.parquet,0.10391517291819666,0.1094377323095205,-0.030127131563841045,0.1340423044820377,0.10331110622103308,0.10983422877428137,-0.024094190154262656,0.12740529637529574,0.0577381205496757,0.06415225142198959,-0.029808215506537634,0.1231436168726433,0.07753181749127273,0.13150345956176346,0.09073302663105148,-0.08504377092889183,-0.09049206555916615,0.053791169110189954,-0.004295312459836608,0.06528237650766897,-0.0007962368205056908,-0.05943945524551814,-0.013592012277848727,0.3886515666445452,0.388752140483972
Gemma 4 - 26B-A4B,Gemma 4 - 5B,hellaswag,KDE,hc_values_map_agg_hat_1_new.parquet,0.011949637814147061,0.01792491691124566,-0.024595433058068078,0.03654507087221514,0.059487258397252094,0.06538111890848702,-0.021403554709737805,0.0808908131069899,0.057148804868835085,0.0568755116713939,-0.0035328669010843226,0.04243607461933878,0.092753538057203,0.04877313386977668,0.08670335125220907,-0.04551975324764809,-0.006345423356448201,-0.026597245420701437,0.10463837683065712,-0.0229344822880515,0.10603784339447421,-0.009449932687054425,-0.028441213663386315,2.4628026280340256,2.6290287751359687
Gemma 4 - 26B-A4B,Gemma 4 - 5B,hellaswag,KDE,hc_values_map_agg_standard_1_new.parquet,0.028311435612803696,0.03398097012768728,-0.02468848352894481,0.05299991914174851,0.05950020745373499,0.06542848955642358,-0.021481075615125193,0.08098128306886018,0.0780978073149799,0.07758757751994323,-0.004286752560789742,0.057391146721560295,0.11081674317330337,0.0635301408868515,0.10482269730448801,-0.050156115981357816,-0.013380845324492725,-0.015849912033990665,0.11361235873665544,-0.012184585099876093,0.11506539343351614,-0.011793712831096289,-0.030607632846054368,2.617367883806286,2.713456781209538
Gemma 4 - 26B-A4B,Gemma 4 - 5B,hellaswag,JohnsonSU,hc_values_per_expert_standard_1_new.parquet,0.08866020306056885,0.0944542459761949,-0.029986646877962934,0.11864684993853178,0.09678195526301207,0.10289181865145941,-0.022202441048188325,0.11898439631120039,0.08309405337676755,0.08923969611013936,-0.03092281437617801,0.10951425795608541,0.1039861019993004,0.11559751710544622,0.11162336828000256,-0.06929213901387246,-0.07455208438900052,0.05214904381682137,-0.005581709067027872,0.06360698628441987,-0.001239093857931948,-0.058944706294171735,-0.0168129743618571,0.5878682471099668,0.41815108614974034
Gemma 4 - 26B-A4B,Gemma 4 - 5B,hellaswag,JohnsonSU,hc_values_per_expert_hat_1_new.parquet,0.09689411476363456,0.10237450073711962,-0.02940117610872635,0.1262952908723609,0.100075568961582,0.1062804833422884,-0.022599132562966705,0.12267470152454871,0.09197838448426085,0.09771309715425196,-0.030005046264253883,0.11624653001145936,0.11118534612089072,0.12371198648699913,0.11995246011170996,-0.07828145347553843,-0.08253204594030389,0.05163799863788668,0.0014073791932558033,0.06394431865315849,0.0075690768563117655,-0.062359956877878965,-0.02581599330752602,0.39509922738468883,0.4149443185958312
Gemma 4 - 26B-A4B,Gemma 4 - 5B,hellaswag,JohnsonSU,hc_values_map_agg_hat_1_new.parquet,0.006337194009191267,0.012365712611815615,-0.02435918810178156,0.030696382110972826,0.059677977178271224,0.06553958813284827,-0.02124409453416278,0.08092207171243401,0.05180175164359382,0.05109297380288897,-0.0013847537454720635,0.03679627322782296,0.08698473292300052,0.04312085946498751,0.08038375450474883,-0.04336240498974301,-0.001614955029262194,-0.030874701478201733,0.10053970545666008,-0.027519454502605015,0.10133607438472253,-0.007243186781206442,-0.025087782946101318,2.483201854602507,2.5995122967941002
Gemma 4 - 26B-A4B,Gemma 4 - 5B,hellaswag,JohnsonSU,hc_values_map_agg_standard_1_new.parquet,0.024229303561146748,0.02987648638459478,-0.024274984365288844,0.04850428792643559,0.059517875981791826,0.06541856752067292,-0.021338083030781923,0.08085595901257375,0.07534524421017456,0.07428668294804981,-0.0019047028649896514,0.053683907424865826,0.10786118010163645,0.05964256723926077,0.10107035318876278,-0.04793052442819842,-0.008554668843358896,-0.01860036599527303,0.11214460655654157,-0.015411165488225766,0.11277814873245907,-0.009217650750778229,-0.02693820631906114,2.628784237913192,2.6997457916291143
